종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"174360","KBSTAR 중국본토대형주CSI100","20940","70","0.34","20786.02","20865","20975","20755","27280","570118885","54444000000","54043659753","2600000","CSI 100","5263.93","72.90","1.40"
"136340","KBSTAR 중기우량회사채","105050","-20","-0.02","105047.46","105070","105070","105035","1204","126489430","54626000000","54624677918","520000","KOBI 크레딧 지수(총수익)","14281.74","4.53","0.03"
"281990","KBSTAR 중소형고배당","10645","115","1.09","10653.71","10520","10645","10505","88714","937737315","14903000000","14915190912","1400000","FnGuide 중소형고배당포커스 지수","10069.51","100.75","1.01"
"300280","KBSTAR 중소형모멘텀로우볼","10710","100","0.94","10782.35","10655","10710","10655","21","224855","5890500000","5930290897","550000","FnGuide 중소형 모멘텀&로우볼 지수","28641.91","428.98","1.52"
"300290","KBSTAR 중소형모멘텀밸류","11175","110","0.99","11249.22","11110","11175","11040","38","422180","5587500000","5624609880","500000","FnGuide 중소형모멘텀&밸류 지수(시장가격 지수)","25758.14","386.19","1.52"
"272570","KBSTAR 중장기국공채액티브","103930","-105","-0.10","103958.04","104015","104015","103760","256","26576325","40324840000","40647594803","388000","KIS 종합채권국공채4~5Y지수","138.58","-0.03","-0.02"
"250730","KBSTAR 차이나HSCEI(H)","12155","150","1.25","11998.37","12000","12200","11850","260","3155395","6077500000","5999187005","500000","Hang Seng China H","10662.93","213.76","2.05"
"291680","KBSTAR 차이나H선물인버스(H)","9875","-165","-1.64","10028.57","0","0","0","0","0","4937500000","5014284971","500000","Hang Seng China Enterprises Futures Index(Price Return)","13262.79","302.86","2.34"
"371150","KBSTAR 차이나항셍테크","10080","250","2.54","9781.89","9950","10095","9845","467579","4698494105","10080000000","9781889239","1000000","Hang Seng TECH Index","8295.37","297.54","3.72"
"183700","KBSTAR 채권혼합","62925","540","0.87","62888.55","62425","62930","62375","603","37796480","15102000000","15093251966","240000","주식국채혼합(채권형)지수","1588.12","10.36","0.66"
"270810","KBSTAR 코스닥150","15215","0","0.00","15332.13","15215","15325","15020","259845","3956482890","186231600000","187665279246","12240000","코스닥 150","1532.52","1.47","0.10"
"278240","KBSTAR 코스닥150선물레버리지","17320","50","0.29","17294.49","17225","17540","17020","144768","2497550895","237457200000","234167423916","13710000","F-코스닥150 지수","1670.71","3.29","0.20"
"275750","KBSTAR 코스닥150선물인버스","4595","-10","-0.22","4587.09","4605","4625","4555","9738","44676720","4595000000","5275158231","1000000","F-코스닥150 지수","1670.71","3.29","0.20"
"302450","KBSTAR 코스피","29250","590","2.06","29264.57","28660","29250","28660","1274","37181890","197437500000","197535835237","6750000","코스피","2873.47","52.96","1.88"
"361590","KBSTAR 코스피ex200","11765","90","0.77","11793.30","11705","11770","11695","18","210965","12941500000","12972633649","1100000","코스피200제외 코스피지수","3317.40","35.62","1.09"
"334690","KBSTAR 팔라듐선물(H)","13705","-50","-0.36","13655.40","13675","13720","13600","1520","20813665","6852500000","6827702273","500000","S&P GSCI Palladium Excess Return Index","1603.34","22.98","1.45"
"334700","KBSTAR 팔라듐선물인버스(H)","5290","10","0.19","5319.51","5350","5350","5290","663","3522485","2645000000","2659754464","500000","S&P GSCI Palladium Excess Return Index","1603.34","22.98","1.45"
"253280","KBSTAR 헬스케어","19310","110","0.57","19321.03","19200","19405","19105","8608","165536910","9655000000","9660516862","500000","FnGuide 헬스케어 지수","4848.42","28.70","0.60"
"253290","KBSTAR 헬스케어채권혼합","13175","50","0.38","13169.99","13145","13195","13120","17897","235431000","10540000000","10535989035","800000","FnGuide 헬스케어 채권혼합 지수","2126.69","3.89","0.18"
"105190","KINDEX 200","39705","910","2.35","39719.59","38660","39750","38595","455202","17832299140","738513000000","738784451810","18600000","코스피 200","389.29","8.02","2.10"
"332500","KINDEX 200TR","23695","635","2.75","23663.43","23065","23695","23055","7790","183636940","312774000000","312357293224","13200000","코스피 200 TR","460.54","9.49","2.10"
"368470","KINDEX Fn K-뉴딜디지털플러스","14585","205","1.43","14599.78","14410","14605","14315","2892","41798555","7292500000","7299889746","500000","FnGuide K-뉴딜 디지털 플러스 지수","2916.77","38.76","1.35"
"226380","KINDEX Fn성장소비주도주","7110","130","1.86","7101.12","7050","7130","7025","16132","114626295","5688000000","5680899393","800000","FnGuide 성장소비주도 지수","2356.37","26.79","1.15"
"356540","KINDEX KIS종합채권(AA-이상)액티브","99395","-75","-0.08","99328.62","99405","99405","99395","24","2385620","39758000000","39731446413","400000","KIS 종합채권 AA-이상 총수익 지수(Total return Index)","112.38","-0.10","-0.09"
"277540","KINDEX S&P아시아TOP50","14575","315","2.21","14350.10","14260","14575","14180","30439","439478120","13117500000","12915089273","900000","S&P ASIA50 Price Return Index","4276.54","92.68","2.22"
"225130","KINDEX 골드선물 레버리지(합성 H)","19455","75","0.39","19452.72","19335","19550","19325","25857","502550945","31128000000","31124346965","1600000","S&P GSCI GOLD Index Excess Return","140.84","0.78","0.56"
"365780","KINDEX 국고채10년","98365","-235","-0.24","98370.94","98575","98575","98325","122","12000810","10033230000","10033835620","102000","KIS 10년 국고채 지수 (총수익)","16207.19","-29.05","-0.18"
"114460","KINDEX 국고채3년","107175","-15","-0.01","107163.38","107160","107200","107120","3418","366278480","19291500000","19289408228","180000","KTB INDEX(시장가격)","10769.10","3.91","0.04"
"299070","KINDEX 국채선물10년인버스","93780","140","0.15","93866.86","0","0","0","0","0","4689000000","4693343184","50000","10년국채선물지수","1362.09","-3.05","-0.22"
"299080","KINDEX 국채선물3년인버스","99210","30","0.03","99223.89","0","0","0","0","0","4960500000","4961194619","50000","국채선물지수","1270.13","-0.23","-0.02"
"190620","KINDEX 단기통안채","100095","0","0.00","100096.88","100095","100100","100095","1466","146741950","176167200000","176170515940","1760000","KIS MSB 단기지수(총수익)","11522.12","0.93","0.01"
"265690","KINDEX 러시아MSCI(합성)","25000","190","0.77","25033.03","25145","25145","24910","607","15154695","11250000000","11264863827","450000","MSCI Russia 25% Capped Price Return Index","10451.46","60.70","0.58"
"152500","KINDEX 레버리지","9325","455","5.13","9285.83","8850","9330","8770","104851","951006900","11190000000","11142990469","1200000","코스피 200","389.29","8.02","2.10"
"291130","KINDEX 멕시코MSCI(합성)","8630","150","1.77","8567.93","8485","8630","8485","606","5162465","6904000000","6854341260","800000","MSCI MEXICO IMI 25/50 Price return Index","8831.29","15.59","0.18"
"342140","KINDEX 모닝스타싱가포르리츠채권혼합","9960","5","0.05","9897.86","9955","9960","9865","46","455165","9960000000","9897863957","1000000","Morningstar Singapore REIT Yield Focus Income Protection Index","983.09","-0.57","-0.06"
"280320","KINDEX 미국IT인터넷S&P(합성 H)","18735","-65","-0.35","18645.55","18750","18750","18550","3984","74276235","14988000000","14916437922","800000","다우존스 인터넷 종합지수","963.47","-4.16","-0.43"
"360200","KINDEX 미국S&P500","10385","-85","-0.81","10316.94","10465","10470","10360","282848","2935027270","94503500000","96979273961","9100000","S&P 500","3732.04","5.00","0.13"
"309230","KINDEX 미국WideMoat가치주","13570","25","0.18","13455.96","13605","13605","13525","1714","23241260","14927000000","14801558556","1100000","MorningStar Wide Moat Focus Index","9452.88","23.33","0.25"
"367380","KINDEX 미국나스닥100","10800","-60","-0.55","10728.44","10865","10870","10780","550952","5944966960","89640000000","94410279810","8300000","NASDAQ 100","12845.36","1.87","0.01"
"181480","KINDEX 미국다우존스리츠(합성 H)","77040","370","0.48","76301.64","78220","78220","75935","292","22421560","7704000000","7630164424","100000","Dow Jones U.S. Real Estate Index","1386.89","6.81","0.49"
"211260","KINDEX 배당성장","34450","390","1.15","34405.89","34035","34450","34035","23","787375","6890000000","6881178315","200000","코스피 배당성장 50","3347.54","32.04","0.97"
"143460","KINDEX 밸류대형","9210","195","2.16","9200.19","8995","9210","8995","2480","22667295","15657000000","15640329588","1700000","FnGuide-RAFI 코리아 대형 지수","8956.66","163.42","1.86"
"245710","KINDEX 베트남VN30(합성)","14630","-5","-0.03","14673.18","14595","14665","14550","94809","1385915065","220913000000","221564955719","15100000","VN30 Index(PR)","1059.16","0.77","0.07"
"371130","KINDEX 블룸버그베트남VN30선물레버리지(H)","12405","200","1.64","12197.95","12190","12450","12100","35694","436307165","11164500000","10978154422","900000","Bloomberg VN30 Futures Excess Return Index","146.45","0.41","0.28"
"131890","KINDEX 삼성그룹동일가중","16560","190","1.16","16550.52","16370","16560","16305","136","2235845","8280000000","8275259983","500000","MKF SAMs EW 지수","16233.64","149.47","0.93"
"108450","KINDEX 삼성그룹섹터가중","15960","370","2.37","15964.30","15645","15960","15475","30995","488842795","113316000000","113346503862","7100000","MKF SAMs SW","15734.46","359.36","2.34"
"322130","KINDEX 스마트로우볼","16340","330","2.06","16327.22","16010","16340","16010","21","339600","9804000000","9796331280","600000","FnGuide 스마트 로우볼 지수","1599.97","27.52","1.75"
"272220","KINDEX 스마트모멘텀","17205","390","2.32","17209.96","16845","17210","16845","376","6442265","12043500000","12046972002","700000","FnGuide 스마트 모멘텀 지수","1684.98","34.68","2.10"
"272230","KINDEX 스마트밸류","14515","315","2.22","14502.76","14195","14515","14195","7435","107146905","15966500000","15953036210","1100000","FnGuide 스마트 밸류 지수","1417.83","26.97","1.94"
"322120","KINDEX 스마트퀄리티","18210","400","2.25","18204.71","17835","18210","17835","536","9688745","9105000000","9102353635","500000","FnGuide 스마트 퀄리티 지수","1795.10","35.37","2.01"
"322150","KINDEX 스마트하이베타","13890","310","2.28","13886.48","13575","13890","13575","23","315585","9723000000","9720536533","700000","FnGuide 스마트 하이베타 지수","1369.13","27.40","2.04"
"316300","KINDEX 싱가포르리츠","11280","25","0.22","11238.68","11165","11300","11165","5927","66686520","12408000000","12362549090","1100000","Morningstar Singapore REIT Yield Focus Index(PR)","1625.09","11.14","0.69"
"256440","KINDEX 인도네시아MSCI(합성)","8710","-60","-0.68","8688.63","8770","8770","8665","24963","217426645","19162000000","19114986776","2200000","MSCI Indonesia Index","6597.03","-63.80","-0.96"
"145670","KINDEX 인버스","5190","-140","-2.63","5201.72","5350","5360","5190","34634","182322315","5190000000","5201719873","1000000","코스피 200 선물지수","1945.71","41.00","2.15"
"238720","KINDEX 일본Nikkei225(H)","18005","10","0.06","18042.22","18050","18050","17885","4333","77870225","10803000000","10825332695","600000","Nikkei 225","27444.17","-123.98","-0.45"
"196030","KINDEX 일본TOPIX레버리지(H)","18135","-285","-1.55","18425.22","18250","18290","18020","948","17203540","9067500000","9212612451","500000","TOPIX","1804.68","-14.50","-0.80"
"205720","KINDEX 일본TOPIX인버스(합성 H)","4825","35","0.73","4820.57","4840","4850","4805","7208","34713790","10132500000","10123198096","2100000","TOPIX","1804.68","-14.50","-0.80"
"168580","KINDEX 중국본토CSI300","29560","-20","-0.07","29521.65","29600","29645","29200","1977","58384880","189184000000","188938535035","6400000","CSI 300 Index","5113.71","70.77","1.40"
"219900","KINDEX 중국본토CSI300레버리지(합성)","5180","25","0.48","5142.12","5250","5250","5100","21845","112873050","17612000000","17483208467","3400000","CSI 300 Index","5113.71","70.77","1.40"
"272910","KINDEX 중장기국공채액티브","102365","-65","-0.06","102315.10","102395","102395","102275","30","3070350","26307805000","26294979593","257000","KIS 종합채권국공채1-10Y지수","143.73","-0.06","-0.04"
"371870","KINDEX 차이나항셍테크","9925","225","2.32","9647.32","9860","9940","9625","4143","40964720","9925000000","6753124108","1000000","Hang Seng TECH Index","8295.37","297.54","3.72"
"251890","KINDEX 코스닥(합성)","13950","215","1.57","13941.46","13790","13950","13790","7","97105","8370000000","8364873176","600000","코스닥","968.42","11.01","1.15"
"354500","KINDEX 코스닥150","15400","20","0.13","15444.29","15380","15455","15270","4658","71479150","32340000000","32433009007","2100000","코스닥 150","1532.52","1.47","0.10"
"305050","KINDEX 코스피","29375","680","2.37","29373.58","28700","29410","28700","11804","342708965","8812500000","8812073674","300000","코스피","2873.47","52.96","1.88"
"261920","KINDEX 필리핀MSCI(합성)","13850","-85","-0.61","13797.10","13705","13930","13705","284","3931990","5540000000","5518838825","400000","MSCI Philippines IMI Index","1619.36","0.00","0.00"
"069500","KODEX 200","39500","815","2.11","39554.42","38520","39590","38440","12736997","498185042565","5638625000000","5646393766858","142750000","코스피 200","389.29","8.02","2.10"
"226980","KODEX 200 중소형","11535","225","1.99","11558.14","11420","11545","11300","24475","281262020","5767500000","5779070018","500000","코스피 200 중소형주지수","1151.78","23.30","2.06"
"337160","KODEX 200ESG","13570","310","2.34","13570.22","13270","13570","13240","6868","92062460","8142000000","8142130389","600000","코스피 200 ESG 지수","401.19","8.22","2.09"
"363580","KODEX 200IT TR","13375","350","2.69","13372.92","12970","13395","12900","4318","56592205","13375000000","13372919187","1000000","코스피200 정보기술 TR","3941.61","99.38","2.59"
"278530","KODEX 200TR","12690","285","2.30","12706.04","12395","12715","12335","494795","6217610110","1496151000000","1498042239238","117900000","코스피 200 TR","460.54","9.49","2.10"
"337150","KODEX 200exTOP","12840","40","0.31","13006.24","12840","12840","12840","225","2889000","17976000000","18208741237","1400000","코스피 200 초대형제외 지수","277.69","3.95","1.44"
"223190","KODEX 200가치저변동","10310","180","1.78","10312.50","10200","10315","9965","37128","378212570","28868000000","28874988817","2800000","코스피 200 가치저변동성","5006.88","82.54","1.68"
"252650","KODEX 200동일가중","11010","245","2.28","11009.28","11005","11015","10990","61","671270","8808000000","8807427599","800000","코스피 200 동일가중지수","2180.36","31.12","1.45"
"360140","KODEX 200롱코스닥150숏선물","10370","285","2.83","10368.27","10120","10370","10120","2142","22025855","15555000000","15552409559","1500000","코스피200 롱 100% 코스닥150 숏 100% 선물지수","864.55","16.59","1.96"
"284430","KODEX 200미국채혼합","12630","125","1.00","12639.98","12590","12630","12510","103496","1303484085","17176800000","17190373357","1360000","코스피 200 미국채 혼합지수","3035.38","15.70","0.52"
"252670","KODEX 200선물인버스2X","2510","-130","-4.92","2522.65","2660","2670","2505","276345359","712077244605","2016283000000","2036533583629","803300000","코스피 200 선물지수","1945.71","41.00","2.15"
"305720","KODEX 2차전지산업","15625","215","1.40","15637.01","15420","15625","15300","4342518","67230784840","404687500000","404998566141","25900000","FnGuide 2차전지 산업 지수","2716.15","31.62","1.18"
"271060","KODEX 3대농산물선물(H)","9135","120","1.33","9165.89","9270","9270","9075","38340","349926450","12606300000","12648930895","1380000","S&P GSCI Grains Select Index ER","19.60","0.35","1.82"
"099140","KODEX China H","20475","155","0.76","20201.04","20320","20590","20315","56369","1153995520","32760000000","32321664703","1600000","Hang Seng China H","10662.93","213.76","2.05"
"204450","KODEX China H 레버리지(H)","6910","250","3.75","6699.25","6700","6925","6650","65455","448822975","33168000000","32156376080","4800000","Hang Seng China H","10662.93","213.76","2.05"
"291660","KODEX China H선물인버스(H)","10030","-170","-1.67","10197.89","10100","10115","10000","2948","29658545","5015000000","5098942917","500000","Hang Seng China Enterprises Futures Index(Price Return)","13262.79","302.86","2.34"
"368680","KODEX Fn K-뉴딜디지털플러스","12210","215","1.79","12218.23","12085","12230","11970","8884","107927385","15873000000","15883702342","1300000","FnGuide K-뉴딜 디지털 플러스 지수","2916.77","38.76","1.35"
"296710","KODEX FnKorea50","10200","130","1.29","10200.24","10120","10200","10070","446","4515555","6120000000","6120144003","600000","FnKorea 50 지수","7590.39","64.19","0.85"
"337120","KODEX Fn멀티팩터","13705","260","1.93","13680.38","13430","13705","13430","7847","106794200","34262500000","34200947906","2500000","FnGuide 멀티팩터 지수","8518.12","162.17","1.94"
"325010","KODEX Fn성장","17710","320","1.84","17696.10","17360","17710","17235","23719","417306370","120428000000","120333509808","6800000","FnGuide 성장 지수(PR)","4957.32","89.80","1.84"
"266370","KODEX IT","19925","530","2.73","19977.26","19470","19995","19340","100053","1959066630","35865000000","35959059253","1800000","KRX 정보기술","1704.55","43.04","2.59"
"373490","KODEX K-이노베이션액티브","10685","210","2.00","10672.61","10450","10685","10425","42102","444683425","8548000000","8538086068","800000","FnGuide K-이노베이션 지수","2178.15","43.06","2.02"
"292190","KODEX KRX300","18400","350","1.94","18407.17","18000","18400","17950","72608","1325363230","92000000000","92035851830","5000000","KRX 300","1794.81","33.73","1.92"
"306950","KODEX KRX300레버리지","18800","795","4.42","18785.88","18020","18840","17940","12456","229292075","18800000000","18785881168","1000000","KRX 300","1794.81","33.73","1.92"
"229720","KODEX KTOP30","21340","530","2.55","21337.33","20810","21360","20810","5865","123797990","12804000000","12802395769","600000","KTOP 30","10554.45","229.29","2.22"
"291890","KODEX MSCI EM선물(H)","10305","170","1.68","10191.50","10220","10305","10170","223","2282325","5152500000","5095749216","500000","iEdge Emerging Markets Futures Index(ER)","1387.52","19.85","1.45"
"289040","KODEX MSCI KOREA ESG유니버설","11840","275","2.38","11830.42","11595","11840","11565","2269","26521935","30784000000","30759103195","2600000","MSCI Korea ESG Universal Capped Index","1639.74","30.27","1.88"
"156080","KODEX MSCI Korea","19005","355","1.90","19049.05","18600","19045","18595","4190","78169070","95025000000","95245258622","5000000","MSCI Korea Index","925.97","18.14","2.00"
"278540","KODEX MSCI Korea TR","12820","295","2.36","12803.05","12510","12820","12440","391508","4924271745","1708906000000","1706646750367","133300000","MSCI Korea TR Index","1603.70","31.41","2.00"
"275280","KODEX MSCI모멘텀","13190","245","1.89","13191.85","12890","13190","12890","83","1072970","7914000000","7915108658","600000","MSCI Korea IMI Momentum Capped","4298.70","81.06","1.92"
"275290","KODEX MSCI밸류","11930","240","2.05","11932.20","11745","11930","11745","1228","14551330","19088000000","19091519013","1600000","MSCI Korea IMI Enhanced Value Capped","7012.65","104.94","1.52"
"275300","KODEX MSCI퀄리티","11360","25","0.22","11396.13","11275","11385","11260","596","6743500","6816000000","6837677569","600000","MSCI Korea IMI Quality Capped","6559.24","33.60","0.51"
"269420","KODEX S&P글로벌인프라(합성)","10690","5","0.05","10620.85","10630","10690","10630","1856","19784910","10775520000","10705815618","1008000","S&P Global Infrastructure Index","2543.61","3.77","0.15"
"329650","KODEX TRF3070","10690","-85","-0.79","10707.91","10875","10875","10690","41421","444190350","22449000000","22486621459","2100000","FnGuide TRF 3070 지수","1386.24","-2.23","-0.16"
"329660","KODEX TRF5050","11125","-40","-0.36","11062.67","11115","11125","11045","2390","26515290","11125000000","11062666291","1000000","FnGuide TRF 5050 지수","1474.06","-3.13","-0.21"
"329670","KODEX TRF7030","11440","-55","-0.48","11385.52","11435","11440","11380","1038","11850130","11440000000","11385523229","1000000","FnGuide TRF 7030 지수","1557.21","-4.10","-0.26"
"352540","KODEX TSE일본리츠(H)","10985","60","0.55","10944.50","10860","10985","10860","176","1921860","8788000000","8755596928","800000","Tokyo Stock Exchange REIT Index","1783.90","11.24","0.63"
"315930","KODEX Top5PlusTR","17535","370","2.16","17520.98","17115","17535","17025","15012","259871455","259518000000","259310521363","14800000","FnGuide TOP 5 Plus Total Return 지수","1759.33","36.75","2.13"
"261220","KODEX WTI원유선물(H)","7260","25","0.35","7242.50","7245","7290","7240","1141158","8297570260","440863500000","430385319546","60725000","S&P GSCI Crude Oil Index ER","71.75","0.59","0.83"
"271050","KODEX WTI원유선물인버스(H)","13260","-80","-0.60","13329.59","13310","13310","13220","11556","153187975","4972500000","4998595470","375000","S&P GSCI Crude Oil Index ER","71.75","0.59","0.83"
"117700","KODEX 건설","2860","45","1.60","2862.74","2815","2870","2800","451113","1286349350","27742000000","27768582066","9700000","KRX 건설","570.29","10.61","1.90"
"300950","KODEX 게임산업","13240","180","1.38","13287.46","13150","13295","13125","28099","371231000","11916000000","11958710932","900000","FnGuide 게임 산업 지수","1612.76","18.78","1.18"
"266390","KODEX 경기소비재","11310","165","1.48","11311.06","11185","11320","11025","13924","154750600","6786000000","6786635155","600000","KRX 경기소비재","1293.74","19.26","1.51"
"279530","KODEX 고배당","8655","-15","-0.17","8685.51","8670","8670","8615","40937","353587190","29427000000","29530735345","3400000","FnGuide 고배당 Plus 지수","12770.05","-14.38","-0.11"
"132030","KODEX 골드선물(H)","12925","20","0.15","12901.23","12900","12950","12885","219271","2832668225","240405000000","238672784786","18600000","S&P GSCI Gold Index(TR)","963.89","5.35","0.56"
"280940","KODEX 골드선물인버스(H)","6980","15","0.22","7004.82","6985","6985","6955","811","5652875","3490000000","3502409724","500000","S&P GSCI GOLD Index Excess Return","140.84","0.78","0.56"
"138910","KODEX 구리선물(H)","6675","40","0.60","6606.25","6610","6675","6590","26122","173284075","15352500000","15194367181","2300000","S&P GSCI North American Copper Index(TR)","478.79","-0.88","-0.18"
"114260","KODEX 국고채3년","58055","-15","-0.03","58064.83","58075","58075","58010","9532","553207690","80115900000","80129468165","1380000","MKF 국고채지수(총수익)","187.62","0.00","0.00"
"152380","KODEX 국채선물10년","70915","-100","-0.14","70848.62","71000","71030","70805","18668","1322747745","15743130000","15728394699","222000","10년국채선물지수","1362.09","-3.05","-0.22"
"176950","KODEX 국채선물10년인버스","46270","135","0.29","46257.03","46310","46310","46250","251","11611750","113268960000","113237214748","2448000","10년국채선물지수","1362.09","-3.05","-0.22"
"292770","KODEX 국채선물3년인버스","49650","15","0.03","49662.76","0","0","0","0","0","5064300000","5065601692","102000","국채선물지수","1270.13","-0.23","-0.02"
